ID_Camion,Fecha_Entrada_Taller,Kilometraje,Tipo_Servicio,Repuestos_Requeridos,Costo_Repuestos,Costo_Mano_Obra,Duracion_Taller_Dias,Taller_ID,Ciudad_Taller,Modelo_Camion,Año_Fabricacion,Presupuesto_Aprobado,Fecha_Salida_Taller,Cliente_ID,Frecuencia_Visitas_Taller,Tiempo_Espera_Dias,Tecnico_Asignado,Tipo_Repuesto_Mayor,Reclamos_Previos,Satisfaccion_Cliente
SCANIA-1341,2023-12-08,752335,Mantenimiento,3,550.7,3155.24,5,TLR004,Antofagasta,R500,2020,True,2023-12-12,CLT-783,8,7,TEC-19,Motor,1,3.0
SCANIA-1342,2023-12-09,857789,Mantenimiento,9,1185.58,409.22,2,TLR001,Concepción,P360,2017,True,2023-12-13,CLT-111,7,5,TEC-4,Motor,3,4.0
SCANIA-1343,2023-12-10,693409,Mantenimiento,9,,1690.58,8,TLR001,Concepción,S730,2019,True,2023-12-14,CLT-432,2,6,TEC-2,Transmisión,3,5.0
SCANIA-1344,2023-12-11,127505,Reparación,4,6168.25,3396.5,9,TLR001,Valparaíso,G410,2018,True,2023-12-15,CLT-319,6,8,TEC-7,Motor,2,
SCANIA-1345,2023-12-12,52869,Diagnóstico,4,7535.27,1752.61,14,TLR003,Santiago,G410,2021,False,2023-12-16,CLT-497,9,0,TEC-13,Frenos,4,
SCANIA-1346,2023-12-13,831474,Diagnóstico,8,323.42,,10,TLR003,Valparaíso,P360,2017,True,2023-12-17,CLT-441,6,1,TEC-20,Suspensión,0,3.0
SCANIA-1347,2023-12-14,504351,Reparación,2,4277.53,1478.62,4,TLR002,Antofagasta,R500,2019,True,2023-12-18,CLT-897,4,8,TEC-12,Transmisión,0,3.0
SCANIA-1348,2023-12-15,362252,Diagnóstico,9,3872.77,2342.12,6,TLR001,Santiago,P360,2022,False,2023-12-19,CLT-611,7,4,TEC-2,Suspensión,1,2.0
SCANIA-1349,2023-12-16,686584,Mantenimiento,6,5317.23,2429.39,11,TLR002,Santiago,S730,2021,True,2023-12-20,CLT-271,3,3,TEC-9,Motor,0,2.0
SCANIA-1350,2023-12-17,668467,Diagnóstico,9,4564.72,3936.7,10,TLR002,Antofagasta,G410,2016,True,2023-12-21,CLT-567,5,0,TEC-16,Eléctrico,2,5.0
SCANIA-1351,2023-12-18,140272,Mantenimiento,8,5558.91,3775.75,8,TLR001,Concepción,R500,2021,True,2023-12-22,CLT-847,1,8,TEC-8,Frenos,0,3.0
SCANIA-1352,2023-12-19,88467,Reparación,7,5333.04,2338.41,9,TLR002,,S730,2015,,2023-12-23,CLT-265,3,8,TEC-18,Motor,1,4.0
SCANIA-1353,2023-12-20,859760,Mantenimiento,1,1112.69,4243.77,12,TLR004,Valparaíso,P360,2015,False,2023-12-24,CLT-798,8,3,TEC-4,Frenos,0,4.0
SCANIA-1354,2023-12-21,530047,Diagnóstico,3,6437.8,,5,TLR003,Antofagasta,G410,2019,False,2023-12-25,CLT-269,9,8,TEC-11,Motor,4,4.0
SCANIA-1355,2023-12-22,709347,Diagnóstico,2,1161.21,1351.23,12,TLR002,Concepción,P360,2017,,2023-12-26,CLT-663,9,9,TEC-17,Motor,3,2.0
SCANIA-1356,2023-12-23,108871,Diagnóstico,5,5648.54,4157.08,6,TLR001,Antofagasta,R500,2018,False,2023-12-27,CLT-611,2,0,TEC-8,Motor,3,3.0
SCANIA-1357,2023-12-24,178391,Reparación,5,3445.93,1952.17,11,TLR003,Valparaíso,R500,2016,True,2023-12-28,CLT-930,4,4,TEC-19,Transmisión,3,3.0
SCANIA-1358,2023-12-25,489430,Reparación,5,4208.04,4907.79,4,TLR003,Valparaíso,R500,2019,True,2023-12-29,CLT-288,5,0,TEC-8,Suspensión,4,3.0
SCANIA-1359,2023-12-26,660704,Diagnóstico,4,7245.72,2384.64,5,TLR002,Concepción,R500,2022,True,2023-12-30,CLT-219,3,3,TEC-6,Eléctrico,2,
SCANIA-1360,2023-12-27,880496,Mantenimiento,5,7141.09,3980.48,7,TLR004,Valparaíso,R500,2016,False,2023-12-31,CLT-204,1,4,TEC-2,Suspensión,1,4.0
SCANIA-1361,2023-12-28,306687,Reparación,3,6579.28,2071.3,9,TLR002,Valparaíso,P360,2015,False,2024-01-01,CLT-773,6,2,TEC-15,Suspensión,4,3.0
SCANIA-1362,2023-12-29,775451,Diagnóstico,1,4179.16,2182.27,10,TLR004,,R500,2020,False,2024-01-02,CLT-906,2,1,TEC-1,Frenos,1,5.0
SCANIA-1363,2023-12-30,157450,Diagnóstico,5,5942.67,1976.13,11,TLR003,Santiago,R500,2020,False,2024-01-03,CLT-140,9,5,TEC-6,Transmisión,2,3.0
SCANIA-1364,2023-12-31,221890,Reparación,9,4200.6,3623.47,13,TLR002,Valparaíso,G410,2018,False,2024-01-04,CLT-988,1,2,TEC-19,Transmisión,4,4.0
SCANIA-1365,2024-01-01,488741,Reparación,9,6982.93,2782.84,6,TLR001,Valparaíso,R500,2016,False,2024-01-05,CLT-975,9,9,TEC-4,Motor,0,2.0
SCANIA-1366,2024-01-02,331974,Reparación,4,3341.65,4724.51,14,TLR002,Concepción,G410,2019,,2024-01-06,CLT-776,7,0,TEC-13,Suspensión,2,4.0
SCANIA-1367,2024-01-03,450109,Mantenimiento,3,7767.84,1329.36,6,TLR004,Concepción,G410,2018,False,2024-01-07,CLT-420,2,4,TEC-15,Eléctrico,3,3.0
SCANIA-1368,2024-01-04,166381,Mantenimiento,1,7472.12,592.76,8,TLR004,Antofagasta,G410,2021,True,2024-01-08,CLT-985,6,1,TEC-9,Frenos,4,2.0
SCANIA-1369,2024-01-05,523125,Diagnóstico,2,,2026.98,11,TLR002,Antofagasta,P360,2021,True,2024-01-09,CLT-434,8,1,TEC-3,Transmisión,2,3.0
SCANIA-1370,2024-01-06,621621,Reparación,8,2379.44,3121.89,4,TLR004,Valparaíso,P360,2022,False,2024-01-10,CLT-259,2,3,TEC-2,Motor,2,3.0
SCANIA-1371,2024-01-07,184508,Mantenimiento,1,1226.9,4317.91,3,TLR003,,S730,2017,True,2024-01-11,CLT-363,5,3,TEC-16,Eléctrico,4,4.0
SCANIA-1372,2024-01-08,779650,Reparación,8,6866.69,1796.36,14,TLR002,Santiago,S730,2020,,2024-01-12,CLT-964,6,3,TEC-18,Suspensión,3,1.0
SCANIA-1373,2024-01-09,449111,Diagnóstico,7,1489.36,3303.56,7,TLR004,Antofagasta,G410,2019,True,2024-01-13,CLT-629,3,6,TEC-18,Eléctrico,3,4.0
SCANIA-1374,2024-01-10,200810,Mantenimiento,8,6863.23,1815.97,5,TLR002,Concepción,P360,2016,False,2024-01-14,CLT-784,2,0,TEC-6,Transmisión,2,4.0
SCANIA-1375,2024-01-11,342890,Mantenimiento,6,4027.97,3124.38,2,TLR002,Valparaíso,R500,2018,False,2024-01-15,CLT-576,6,7,TEC-18,Frenos,1,4.0
SCANIA-1376,2024-01-12,623665,Mantenimiento,9,,4435.56,2,TLR001,Valparaíso,S730,2019,True,2024-01-16,CLT-451,3,9,TEC-11,Suspensión,2,4.0
SCANIA-1377,2024-01-13,890477,Diagnóstico,3,7244.89,,11,TLR002,Santiago,P360,2018,False,2024-01-17,CLT-644,2,8,TEC-7,Frenos,4,2.0
SCANIA-1378,2024-01-14,410032,Reparación,4,4910.04,,6,TLR001,Antofagasta,R500,2018,True,2024-01-18,CLT-872,1,9,TEC-14,Eléctrico,4,4.0
SCANIA-1379,2024-01-15,419599,Mantenimiento,6,4697.59,4967.0,8,TLR004,Santiago,R500,2018,,2024-01-19,CLT-309,8,5,TEC-18,Eléctrico,4,5.0
SCANIA-1380,2024-01-16,710960,Diagnóstico,8,4558.37,4355.93,1,TLR001,Santiago,P360,2016,True,2024-01-20,CLT-595,1,3,TEC-7,Motor,3,4.0
SCANIA-1381,2024-01-17,800020,Reparación,5,3095.12,2866.74,11,TLR001,Antofagasta,S730,2019,,2024-01-21,CLT-994,5,5,TEC-10,Suspensión,0,4.0
SCANIA-1382,2024-01-18,221836,Diagnóstico,3,6328.02,,6,TLR001,Concepción,P360,2015,,2024-01-22,CLT-941,6,9,TEC-8,Eléctrico,4,4.0
SCANIA-1383,2024-01-19,779903,Reparación,6,2171.83,1494.54,12,TLR003,Valparaíso,S730,2015,,2024-01-23,CLT-481,3,6,TEC-14,Transmisión,4,3.0
SCANIA-1384,2024-01-20,95714,Diagnóstico,4,7523.38,2634.33,2,TLR001,Concepción,G410,2016,,2024-01-24,CLT-775,7,5,TEC-18,Transmisión,1,4.0
SCANIA-1385,2024-01-21,677234,Reparación,9,,,2,TLR002,Antofagasta,P360,2021,False,2024-01-25,CLT-580,2,0,TEC-5,Frenos,1,5.0
SCANIA-1386,2024-01-22,680271,Mantenimiento,3,2832.35,3457.36,7,TLR001,Antofagasta,P360,2016,,2024-01-26,CLT-104,7,4,TEC-14,Transmisión,2,1.0
SCANIA-1387,2024-01-23,516960,Reparación,4,5889.82,1521.22,10,TLR002,Valparaíso,S730,2020,True,2024-01-27,CLT-133,2,7,TEC-10,Eléctrico,2,5.0
SCANIA-1388,2024-01-24,761851,Diagnóstico,7,4671.14,1087.17,1,TLR001,Concepción,S730,2018,True,2024-01-28,CLT-891,5,7,TEC-15,Transmisión,2,2.0
SCANIA-1389,2024-01-25,174123,Diagnóstico,7,2833.66,1399.52,6,TLR003,Valparaíso,P360,2019,True,2024-01-29,CLT-244,7,9,TEC-6,Suspensión,4,3.0
SCANIA-1390,2024-01-26,355628,Reparación,4,7910.47,931.82,14,TLR004,Santiago,R500,2019,False,2024-01-30,CLT-450,3,8,TEC-9,Frenos,1,5.0
SCANIA-1391,2024-01-27,132989,Mantenimiento,6,396.85,568.64,7,TLR001,Santiago,R500,2017,False,2024-01-31,CLT-682,4,3,TEC-10,Suspensión,2,4.0
SCANIA-1392,2024-01-28,348356,Mantenimiento,3,2170.64,2153.77,14,TLR001,Santiago,R500,2017,True,2024-02-01,CLT-564,1,9,TEC-17,Eléctrico,1,5.0
SCANIA-1393,2024-01-29,879957,Reparación,6,4256.58,655.17,8,TLR003,Concepción,G410,2022,True,2024-02-02,CLT-447,3,5,TEC-1,Eléctrico,4,5.0
SCANIA-1394,2024-01-30,228274,Reparación,2,4271.23,942.37,7,TLR001,Santiago,G410,2015,True,2024-02-03,CLT-841,9,6,TEC-14,Transmisión,4,3.0
SCANIA-1395,2024-01-31,737995,Diagnóstico,8,4793.68,2781.89,6,TLR002,Valparaíso,S730,2017,True,2024-02-04,CLT-224,5,4,TEC-4,Motor,2,4.0
SCANIA-1396,2024-02-01,375352,Mantenimiento,2,6063.07,906.54,9,TLR001,Concepción,G410,2017,False,2024-02-05,CLT-889,8,7,TEC-2,Motor,4,3.0
SCANIA-1397,2024-02-02,870260,Reparación,7,5063.13,413.01,13,TLR001,Valparaíso,R500,2015,,2024-02-06,CLT-370,2,2,TEC-3,Eléctrico,4,3.0
SCANIA-1398,2024-02-03,461927,Mantenimiento,9,4882.2,1655.21,3,TLR004,Antofagasta,P360,2020,False,2024-02-07,CLT-456,3,7,TEC-7,Eléctrico,1,3.0
SCANIA-1399,2024-02-04,839852,Reparación,1,617.41,1179.56,11,TLR004,Concepción,G410,2021,True,2024-02-08,CLT-626,7,4,TEC-14,Frenos,0,4.0
SCANIA-1400,2024-02-05,181373,Reparación,8,3136.94,2625.0,6,TLR001,Valparaíso,G410,2015,False,2024-02-09,CLT-853,4,0,TEC-12,Eléctrico,3,3.0
SCANIA-1401,2024-02-06,488452,Mantenimiento,7,2010.03,601.6,4,TLR003,,R500,2021,False,2024-02-10,CLT-597,9,5,TEC-19,Eléctrico,2,4.0
SCANIA-1402,2024-02-07,165294,Reparación,6,2269.89,3783.68,2,TLR004,Concepción,G410,2022,,2024-02-11,CLT-252,7,1,TEC-18,Frenos,0,4.0
SCANIA-1403,2024-02-08,509451,Reparación,6,4523.83,4540.54,1,TLR001,Antofagasta,S730,2017,,2024-02-12,CLT-152,1,6,TEC-15,Suspensión,2,1.0
SCANIA-1404,2024-02-09,698307,Diagnóstico,6,1756.14,3742.83,12,TLR004,Concepción,P360,2019,True,2024-02-13,CLT-248,4,8,TEC-1,Suspensión,0,4.0
SCANIA-1405,2024-02-10,115726,Reparación,9,2492.8,2710.85,12,TLR001,Santiago,R500,2017,True,2024-02-14,CLT-602,6,2,TEC-3,Frenos,4,3.0
SCANIA-1406,2024-02-11,191564,Reparación,2,2049.26,4317.27,14,TLR004,Santiago,S730,2018,True,2024-02-15,CLT-969,6,9,TEC-15,Frenos,2,3.0
SCANIA-1407,2024-02-12,427812,Reparación,1,7598.32,3505.1,1,TLR004,Antofagasta,R500,2022,False,2024-02-16,CLT-549,6,3,TEC-4,Suspensión,0,4.0
SCANIA-1408,2024-02-13,318246,Diagnóstico,6,,,11,TLR002,Valparaíso,S730,2021,True,2024-02-17,CLT-318,5,3,TEC-15,Suspensión,3,3.0
SCANIA-1409,2024-02-14,755696,Mantenimiento,8,4957.54,2031.04,10,TLR001,Valparaíso,P360,2021,True,2024-02-18,CLT-724,3,3,TEC-10,Suspensión,4,5.0
SCANIA-1410,2024-02-15,168015,Diagnóstico,3,7411.28,4269.66,3,TLR001,Valparaíso,P360,2018,True,2024-02-19,CLT-899,2,2,TEC-6,Suspensión,2,4.0
SCANIA-1411,2024-02-16,790674,Diagnóstico,1,,1794.71,4,TLR001,Concepción,S730,2018,False,2024-02-20,CLT-376,3,4,TEC-13,Transmisión,2,4.0
SCANIA-1412,2024-02-17,304079,Mantenimiento,9,4801.59,272.55,2,TLR001,,S730,2020,,2024-02-21,CLT-551,9,8,TEC-7,Frenos,0,4.0
SCANIA-1413,2024-02-18,600929,Diagnóstico,1,250.19,3756.28,13,TLR004,Antofagasta,S730,2016,False,2024-02-22,CLT-527,3,7,TEC-1,Motor,2,1.0
SCANIA-1414,2024-02-19,739944,Mantenimiento,3,6225.63,4029.99,12,TLR002,Santiago,S730,2018,True,2024-02-23,CLT-182,3,9,TEC-11,Transmisión,4,1.0
SCANIA-1415,2024-02-20,738105,Diagnóstico,8,,886.91,11,TLR002,Valparaíso,S730,2021,,2024-02-24,CLT-317,1,1,TEC-14,Motor,1,1.0
SCANIA-1416,2024-02-21,563758,Mantenimiento,3,4998.98,2732.97,11,TLR003,Santiago,S730,2019,True,2024-02-25,CLT-837,2,8,TEC-6,Motor,0,3.0
SCANIA-1417,2024-02-22,415890,Reparación,4,6131.31,1040.58,14,TLR001,Concepción,P360,2021,False,2024-02-26,CLT-881,3,9,TEC-5,Eléctrico,3,2.0
SCANIA-1418,2024-02-23,495101,Diagnóstico,8,,3624.25,11,TLR003,Concepción,S730,2021,True,2024-02-27,CLT-626,2,1,TEC-19,Frenos,2,
SCANIA-1419,2024-02-24,86631,Diagnóstico,1,,1430.6,1,TLR004,Concepción,G410,2020,False,2024-02-28,CLT-503,8,6,TEC-19,Transmisión,4,3.0
SCANIA-1420,2024-02-25,816577,Diagnóstico,6,7494.34,1649.45,4,TLR003,Santiago,P360,2016,,2024-02-29,CLT-389,6,4,TEC-13,Frenos,2,4.0
SCANIA-1421,2024-02-26,122991,Diagnóstico,1,3131.28,4240.36,7,TLR001,,R500,2016,False,2024-03-01,CLT-519,7,6,TEC-7,Suspensión,3,3.0
SCANIA-1422,2024-02-27,54014,Reparación,1,5723.35,2433.98,10,TLR002,Antofagasta,P360,2018,False,2024-03-02,CLT-438,1,4,TEC-8,Frenos,4,3.0
SCANIA-1423,2024-02-28,323237,Diagnóstico,8,3910.36,3381.8,11,TLR002,Concepción,R500,2022,,2024-03-03,CLT-876,6,5,TEC-14,Motor,3,3.0
SCANIA-1424,2024-02-29,68070,Reparación,4,5460.32,2071.63,6,TLR001,Valparaíso,R500,2017,True,2024-03-04,CLT-810,2,7,TEC-19,Suspensión,4,4.0
SCANIA-1425,2024-03-01,872209,Reparación,1,6150.57,1560.23,6,TLR004,Santiago,G410,2021,False,2024-03-05,CLT-769,6,0,TEC-19,Frenos,1,3.0
SCANIA-1426,2024-03-02,106958,Reparación,7,554.53,3164.84,11,TLR001,,S730,2015,True,2024-03-06,CLT-944,3,0,TEC-12,Frenos,4,3.0
SCANIA-1427,2024-03-03,132074,Reparación,5,5243.48,858.8,9,TLR004,Santiago,S730,2017,False,2024-03-07,CLT-518,7,4,TEC-9,Motor,3,4.0
SCANIA-1428,2024-03-04,585017,Mantenimiento,5,1968.58,1927.7,14,TLR002,Santiago,P360,2017,True,2024-03-08,CLT-306,3,0,TEC-14,Suspensión,0,4.0
SCANIA-1429,2024-03-05,805073,Mantenimiento,1,5426.25,1124.28,2,TLR004,Antofagasta,S730,2016,True,2024-03-09,CLT-785,9,2,TEC-6,Motor,1,1.0
SCANIA-1430,2024-03-06,226089,Diagnóstico,6,3852.98,3509.4,4,TLR001,Concepción,G410,2016,False,2024-03-10,CLT-795,3,9,TEC-15,Frenos,2,4.0
SCANIA-1431,2024-03-07,247392,Mantenimiento,9,6233.71,4726.62,5,TLR001,Antofagasta,P360,2020,False,2024-03-11,CLT-364,7,8,TEC-13,Transmisión,1,4.0
SCANIA-1432,2024-03-08,208823,Mantenimiento,9,,4978.0,1,TLR001,Concepción,P360,2020,False,2024-03-12,CLT-857,4,6,TEC-7,Transmisión,1,4.0
SCANIA-1433,2024-03-09,680152,Diagnóstico,8,5085.31,2306.36,8,TLR004,Santiago,P360,2016,False,2024-03-13,CLT-135,8,5,TEC-11,Eléctrico,2,3.0
SCANIA-1434,2024-03-10,443002,Diagnóstico,5,2372.07,1337.4,8,TLR004,,S730,2019,True,2024-03-14,CLT-472,2,7,TEC-10,Transmisión,4,3.0
SCANIA-1435,2024-03-11,783429,Diagnóstico,1,6853.26,2269.86,6,TLR004,Santiago,S730,2019,False,2024-03-15,CLT-587,8,7,TEC-1,Suspensión,1,2.0
SCANIA-1436,2024-03-12,548863,Mantenimiento,9,7441.39,4251.62,12,TLR002,Concepción,S730,2015,True,2024-03-16,CLT-358,9,5,TEC-7,Eléctrico,1,
SCANIA-1437,2024-03-13,417654,Mantenimiento,1,7971.91,1109.43,5,TLR003,Valparaíso,P360,2016,False,2024-03-17,CLT-630,8,3,TEC-18,Suspensión,0,3.0
SCANIA-1438,2024-03-14,629036,Diagnóstico,8,6408.86,4765.27,8,TLR003,Antofagasta,P360,2018,True,2024-03-18,CLT-122,6,3,TEC-3,Transmisión,0,
SCANIA-1439,2024-03-15,580089,Reparación,5,,1775.14,3,TLR001,Antofagasta,R500,2020,False,2024-03-19,CLT-203,1,3,TEC-9,Transmisión,3,3.0
SCANIA-1440,2024-03-16,200262,Diagnóstico,3,1880.91,4930.44,3,TLR002,Santiago,R500,2016,True,2024-03-20,CLT-340,7,5,TEC-5,Frenos,2,2.0
SCANIA-1441,2024-03-17,492905,Reparación,7,2820.86,4209.18,2,TLR004,,S730,2019,True,2024-03-21,CLT-972,1,0,TEC-13,Suspensión,4,3.0
SCANIA-1442,2024-03-18,285362,Reparación,7,3832.32,4062.0,5,TLR001,Valparaíso,P360,2016,True,2024-03-22,CLT-815,7,1,TEC-16,Motor,4,1.0
SCANIA-1443,2024-03-19,494209,Diagnóstico,9,6232.37,1657.73,3,TLR002,Antofagasta,S730,2019,False,2024-03-23,CLT-352,2,5,TEC-16,Frenos,3,5.0
SCANIA-1444,2024-03-20,603880,Diagnóstico,7,7336.73,143.01,3,TLR001,Concepción,S730,2016,False,2024-03-24,CLT-241,8,0,TEC-12,Suspensión,4,4.0
SCANIA-1445,2024-03-21,847079,Diagnóstico,3,1675.28,1972.45,6,TLR002,Concepción,R500,2021,False,2024-03-25,CLT-913,2,8,TEC-18,Eléctrico,4,4.0
SCANIA-1446,2024-03-22,714076,Mantenimiento,1,7394.47,1578.87,8,TLR002,Antofagasta,G410,2018,False,2024-03-26,CLT-754,3,5,TEC-11,Suspensión,0,4.0
SCANIA-1447,2024-03-23,269963,Reparación,8,5625.87,283.25,2,TLR003,Antofagasta,S730,2022,True,2024-03-27,CLT-550,3,6,TEC-17,Eléctrico,4,4.0
SCANIA-1448,2024-03-24,530761,Mantenimiento,3,4964.01,2576.29,4,TLR001,Antofagasta,G410,2015,,2024-03-28,CLT-882,1,0,TEC-7,Eléctrico,4,
SCANIA-1449,2024-03-25,298710,Mantenimiento,8,1758.76,2074.85,11,TLR004,Valparaíso,G410,2021,True,2024-03-29,CLT-406,5,7,TEC-15,Transmisión,3,3.0
SCANIA-1450,2024-03-26,270984,Diagnóstico,8,633.1,3209.33,7,TLR003,Concepción,P360,2018,False,2024-03-30,CLT-599,5,4,TEC-6,Motor,3,4.0
SCANIA-1451,2024-03-27,832355,Mantenimiento,5,4634.03,3143.81,1,TLR003,Concepción,P360,2019,True,2024-03-31,CLT-721,5,4,TEC-6,Suspensión,1,4.0
SCANIA-1452,2024-03-28,314512,Diagnóstico,1,5281.82,691.66,1,TLR004,Santiago,S730,2020,True,2024-04-01,CLT-107,9,5,TEC-18,Motor,4,
SCANIA-1453,2024-03-29,651863,Reparación,7,1844.1,4887.13,12,TLR002,Santiago,R500,2020,False,2024-04-02,CLT-168,6,6,TEC-19,Eléctrico,4,4.0
SCANIA-1454,2024-03-30,318799,Diagnóstico,5,,1015.96,13,TLR004,Antofagasta,R500,2017,False,2024-04-03,CLT-801,6,6,TEC-20,Transmisión,4,
SCANIA-1455,2024-03-31,287549,Mantenimiento,8,6880.65,2281.84,10,TLR001,Santiago,S730,2018,True,2024-04-04,CLT-790,3,4,TEC-19,Motor,0,4.0
SCANIA-1456,2024-04-01,644319,Mantenimiento,9,6713.51,,7,TLR004,Valparaíso,S730,2016,False,2024-04-05,CLT-674,5,0,TEC-2,Frenos,4,2.0
SCANIA-1457,2024-04-02,534299,Diagnóstico,7,7433.37,4084.01,14,TLR002,Concepción,R500,2015,False,2024-04-06,CLT-167,7,8,TEC-3,Eléctrico,0,3.0
SCANIA-1458,2024-04-03,662210,Diagnóstico,7,3053.91,586.23,7,TLR004,,G410,2016,False,2024-04-07,CLT-817,3,5,TEC-14,Frenos,1,4.0
SCANIA-1459,2024-04-04,498982,Mantenimiento,1,2680.79,2200.36,1,TLR002,Santiago,S730,2016,False,2024-04-08,CLT-507,2,8,TEC-4,Motor,2,4.0
SCANIA-1460,2024-04-05,174046,Reparación,4,6045.52,3179.66,1,TLR002,Antofagasta,G410,2018,True,2024-04-09,CLT-617,5,3,TEC-17,Motor,4,1.0
SCANIA-1461,2024-04-06,456619,Reparación,2,3562.68,1154.26,4,TLR001,Santiago,S730,2022,True,2024-04-10,CLT-218,3,1,TEC-6,Motor,3,3.0
SCANIA-1462,2024-04-07,82097,Diagnóstico,2,882.88,3174.59,5,TLR004,Antofagasta,S730,2015,True,2024-04-11,CLT-924,5,2,TEC-19,Suspensión,3,2.0
SCANIA-1463,2024-04-08,716326,Reparación,2,2405.85,4625.96,5,TLR004,Valparaíso,G410,2017,,2024-04-12,CLT-130,9,3,TEC-9,Eléctrico,4,5.0
SCANIA-1464,2024-04-09,699150,Mantenimiento,4,3464.94,4987.84,4,TLR001,Concepción,G410,2021,True,2024-04-13,CLT-617,1,9,TEC-4,Eléctrico,0,2.0
SCANIA-1465,2024-04-10,280229,Diagnóstico,1,2481.63,,8,TLR002,Valparaíso,R500,2016,False,2024-04-14,CLT-582,4,7,TEC-7,Eléctrico,3,4.0
SCANIA-1466,2024-04-11,168834,Mantenimiento,4,,1254.38,7,TLR004,Concepción,S730,2015,True,2024-04-15,CLT-306,5,2,TEC-4,Suspensión,3,3.0
SCANIA-1467,2024-04-12,143848,Mantenimiento,2,2491.45,1620.5,9,TLR001,Valparaíso,P360,2017,True,2024-04-16,CLT-768,2,7,TEC-11,Motor,1,3.0
SCANIA-1468,2024-04-13,102921,Reparación,5,523.69,2055.72,7,TLR002,Santiago,P360,2021,False,2024-04-17,CLT-678,2,5,TEC-2,Motor,1,5.0
SCANIA-1469,2024-04-14,755086,Diagnóstico,3,5169.34,1287.06,10,TLR001,Valparaíso,S730,2016,False,2024-04-18,CLT-486,1,3,TEC-10,Frenos,1,2.0
SCANIA-1470,2024-04-15,700429,Diagnóstico,8,4858.88,1097.09,1,TLR004,Valparaíso,S730,2015,,2024-04-19,CLT-511,8,6,TEC-6,Suspensión,3,1.0
SCANIA-1471,2024-04-16,755660,Reparación,4,5296.39,4777.31,13,TLR001,Santiago,S730,2021,True,2024-04-20,CLT-941,2,4,TEC-8,Transmisión,3,1.0
SCANIA-1472,2024-04-17,334821,Mantenimiento,1,,4600.76,14,TLR003,Concepción,G410,2018,False,2024-04-21,CLT-469,3,4,TEC-15,Suspensión,4,3.0
SCANIA-1473,2024-04-18,105609,Mantenimiento,1,2506.11,330.26,7,TLR002,Concepción,P360,2022,False,2024-04-22,CLT-452,2,8,TEC-13,Frenos,4,4.0
SCANIA-1474,2024-04-19,277897,Mantenimiento,3,5033.0,,1,TLR003,Santiago,P360,2020,False,2024-04-23,CLT-435,4,2,TEC-2,Frenos,0,3.0
SCANIA-1475,2024-04-20,81024,Mantenimiento,9,4877.1,2085.23,7,TLR003,Valparaíso,P360,2020,True,2024-04-24,CLT-990,1,9,TEC-20,Frenos,3,4.0
SCANIA-1476,2024-04-21,120313,Diagnóstico,7,4149.38,1271.17,10,TLR002,Valparaíso,S730,2016,False,2024-04-25,CLT-388,3,3,TEC-1,Motor,4,1.0
SCANIA-1477,2024-04-22,439957,Diagnóstico,2,2933.22,3181.48,8,TLR002,Valparaíso,G410,2016,False,2024-04-26,CLT-239,5,4,TEC-15,Transmisión,4,5.0
SCANIA-1478,2024-04-23,234078,Reparación,9,7320.86,3237.87,11,TLR001,Antofagasta,S730,2021,,2024-04-27,CLT-399,1,0,TEC-7,Frenos,1,4.0
SCANIA-1479,2024-04-24,407429,Reparación,2,2850.21,4267.47,9,TLR002,Concepción,R500,2015,False,2024-04-28,CLT-112,4,6,TEC-18,Eléctrico,1,
SCANIA-1480,2024-04-25,511243,Diagnóstico,3,3753.83,3730.26,12,TLR003,Valparaíso,R500,2020,True,2024-04-29,CLT-763,6,7,TEC-10,Motor,1,5.0
SCANIA-1481,2024-04-26,163632,Diagnóstico,2,5489.29,2758.61,3,TLR003,Concepción,P360,2016,True,2024-04-30,CLT-527,4,5,TEC-15,Transmisión,2,3.0
SCANIA-1482,2024-04-27,301451,Mantenimiento,3,4435.57,,4,TLR004,Valparaíso,S730,2017,False,2024-05-01,CLT-924,7,8,TEC-5,Eléctrico,4,3.0
SCANIA-1483,2024-04-28,53051,Mantenimiento,6,2905.71,1442.55,4,TLR002,Santiago,R500,2016,True,2024-05-02,CLT-963,7,2,TEC-11,Transmisión,1,4.0
SCANIA-1484,2024-04-29,754107,Reparación,9,3598.03,3005.98,12,TLR003,Santiago,R500,2020,False,2024-05-03,CLT-499,6,1,TEC-8,Transmisión,1,2.0
SCANIA-1485,2024-04-30,426836,Diagnóstico,9,6396.95,2497.21,9,TLR004,Concepción,S730,2019,False,2024-05-04,CLT-208,9,4,TEC-8,Eléctrico,3,3.0
SCANIA-1486,2024-05-01,661523,Reparación,7,2369.41,753.39,13,TLR004,Concepción,G410,2022,False,2024-05-05,CLT-584,2,8,TEC-6,Suspensión,1,2.0
SCANIA-1487,2024-05-02,771772,Diagnóstico,3,1309.59,1288.47,7,TLR001,,S730,2020,False,2024-05-06,CLT-987,8,0,TEC-15,Transmisión,3,3.0
SCANIA-1488,2024-05-03,239407,Mantenimiento,4,2642.67,1529.3,3,TLR003,Antofagasta,S730,2017,True,2024-05-07,CLT-455,8,0,TEC-15,Suspensión,0,4.0
SCANIA-1489,2024-05-04,499395,Reparación,6,6826.37,4629.12,10,TLR001,,G410,2015,False,2024-05-08,CLT-248,4,9,TEC-5,Transmisión,1,2.0
